,term_PT
19368,cytomegalovirus duodenitis
19369,administration site mass
19370,acute hiv infection
19371,immune enhancement therapy
19372,scleral buckling surgery
19373,romberg test positive
19374,acute left ventricular failure
19375,immune-mediated endocrinopathy
19376,persistent genital arousal disorder
19377,agitation
19378,uraemic acidosis
19379,melaena neonatal
19380,foreign body in eye
19381,hepatitis b e antigen
19382,granular cell tumour
19383,renal injury
19384,human papilloma virus test
19385,le cells absent
19386,biotinidase deficiency
19387,conus medullaris syndrome
19388,urine protein/creatinine ratio normal
19389,erythroblast count decreased
19390,lobular breast carcinoma in situ
19391,endoscopic ultrasound
19392,neonatal intestinal dilatation
19393,ureteric repair
19394,foetal gastrointestinal tract imaging abnormal
19395,oocyte donor
19396,papillon-lefevre syndrome
19397,pharyngeal hypertrophy
19398,platelet-derived growth factor receptor overexpression
19399,somatostatin receptor scan normal
19400,ainhum
19401,idiopathic generalised epilepsy
19402,device priming
19403,peripheral artery dissection
19404,tumour pain
19405,vestibulocerebellar syndrome
19406,viral skin infection
19407,oral-facial-digital syndrome type ii
19408,maternal exposure before pregnancy
19409,neutrophil count increased
19410,barium enema abnormal
19411,gastric ulcer
19412,congenital clavicular agenesis
19413,osteomalacia
19414,early onset familial alzheimer's disease
19415,aversion
19416,parathyroid reimplantation
19417,central nervous system inflammation
19418,cerebral calcification
19419,tracheal lesion excision
19420,lumbar puncture normal
19421,haemorrhage subcutaneous
19422,malpositioned teeth
19423,hiv infection
19424,bladder sphincterectomy
19425,wisdom teeth removal
19426,calculus prostatic
19427,intertrigo
19428,inflammation
19429,inflammatory malignant fibrous histiocytoma
19430,vaginal enlargement
19431,maculopathy
19432,melanocytic hyperplasia
19433,breast cancer male
19434,blood pressure increased
19435,posterior fossa syndrome
19436,ultrasound abdomen
19437,trance
19438,diabetic wound
19439,cystocele repair
19440,placenta duplex
19441,cardiac electrophysiologic study
19442,urticaria pigmentosa
19443,acoustic stimulation tests abnormal
19444,myocarditis helminthic
19445,uraemia odour
19446,red blood cell sedimentation rate abnormal
19447,lead urine
19448,antiandrogen therapy
19449,ovarian dysplasia
19450,alpha hydroxybutyrate dehydrogenase
19451,transferrin saturation
19452,noninfective encephalomyelitis
19453,pneumonia bacterial
19454,congenital herpes simplex infection
19455,gastrointestinal tract mucosal discolouration
19456,accident at home
19457,filovirus test positive
19458,epiglottitis
19459,cerebral microinfarction
19460,hyperinsulinaemia
19461,acute haemolytic transfusion reaction
19462,mineral supplementation
19463,gamma radiation therapy to bladder
19464,incision site dermatitis
19465,nasopharyngeal cancer recurrent
19466,palate injury
19467,schellong test
19468,small intestinal haemorrhage
19469,brain abscess
19470,staring
19471,photopsia
19472,colon adenoma
19473,coccidioidomycosis
19474,right ventricular systolic pressure increased
19475,congenital tongue anomaly
19476,transferrin saturation abnormal
19477,device optical issue
19478,spinal synovial cyst
19479,lip scab
19480,injection site urticaria
19481,self-injurious ideation
19482,capillariasis
19483,paracentesis ear
19484,cystic fibrosis gastrointestinal disease
19485,colorectal cancer stage iv
19486,anaplastic meningioma
19487,dandruff
19488,epidural test dose
19489,kinesiophobia
19490,immunosuppressant drug level increased
19491,papillary renal cell carcinoma
19492,kinesitherapy
19493,pulmonary physical examination abnormal
19494,avulsion fracture
19495,testicular hyperfunction
19496,pancreatic calculus removal
19497,specific gravity urine decreased
19498,prostatic haemorrhage
19499,blood uric acid increased
19500,hand-foot-genital syndrome
19501,free thyroxine index decreased
19502,tuberous sclerosis complex
19503,post transfusion purpura
19504,tumour marker decreased
19505,metastases to the mediastinum
19506,lipodermoid tumour
19507,ankle brachial index normal
19508,stomatococcal infection
19509,prophylaxis against psychomotor agitation
19510,apolipoprotein b/apolipoprotein a-1 ratio increased
19511,ileus paralytic
19512,tessellated fundus
19513,out of specification product use
19514,coagulation factor xiii level
19515,vascular resistance pulmonary increased
19516,uterine prolapse repair
19517,hepatitis b test negative
19518,human herpesvirus 6 infection
19519,blood follicle stimulating hormone abnormal
19520,tinea imbricata
19521,non-scarring alopecia
19522,small intestinal resection
19523,lip lesion excision
19524,extragonadal primary seminoma (pure) stage iii
19525,macular telangiectasia
19526,prosthetic cardiac valve stenosis
19527,menorrhagia
19528,factor xii deficiency
19529,serology negative
19530,pseudophaeochromocytoma
19531,glomerulonephritis proliferative
19532,meningitis enteroviral
19533,vector-borne transmission of infection
19534,renal artery angioplasty
19535,arteriovenous fistula aneurysm
19536,extrarenal pelvis
19537,iodine uptake increased
19538,alpha 1 globulin increased
19539,malignant giant cell fibrous histiocytoma
19540,osteoprotegerin increased
19541,bone marrow reticulin fibrosis
19542,pseudostroke
19543,satoyoshi syndrome
19544,acne infantile
19545,toxoplasma serology positive
19546,chest wall abscess
19547,beta 2 microglobulin decreased
19548,proteinuria
19549,electrocardiogram delta waves abnormal
19550,anaphylaxis prophylaxis
19551,arterial therapeutic procedure
19552,corneal epithelial microcysts
19553,mononuclear cell count decreased
19554,autosomal chromosome anomaly
19555,perinephric abscess
19556,intestinal stent removal
19557,coagulation time abnormal
19558,sperm analysis
19559,radial pulse abnormal
19560,diastematomyelia
19561,febrile infection-related epilepsy syndrome
19562,regional chemotherapy
19563,prophylaxis urinary tract infection
19564,bone marrow conditioning regimen
19565,hepatitis c antibody negative
19566,lenticular pigmentation
19567,assisted delivery
19568,blood isopropanol increased
19569,peripheral nerve destruction
19570,streptococcal endocarditis
19571,urine uric acid decreased
19572,foveal degeneration
19573,viscocanalostomy
19574,mycobacterium test negative
19575,cerumen impaction
19576,angioimmunoblastic t-cell lymphoma
19577,groin pain
19578,radial pulse
19579,bisalbuminaemia
19580,decorticate posture
19581,spinal vascular disorder
19582,neonatal hypocalcaemia
19583,schinzel-giedion syndrome
19584,ischaemic enteritis
19585,respirovirus test positive
19586,microcytic anaemia
19587,rectal polyp
19588,grimacing
19589,labelled drug-disease interaction issue
19590,forced expiratory volume abnormal
19591,refractive amblyopia
19592,rectal abscess
19593,malabsorption from application site
19594,"gastric ulcer haemorrhage, obstructive"
19595,spine malformation
19596,body temperature
19597,product use in unapproved therapeutic environment
19598,urine albumin/creatinine ratio decreased
19599,angiotensin ii normal
19600,naevoid melanoma
19601,urethral necrosis
19602,essential hypertension
19603,barnes akathisia scale
19604,respiratory rate
19605,dietary iron overload
19606,angioimmunoblastic t-cell lymphoma stage iv
19607,biopsy prostate
19608,superior vena cava dilatation
19609,mitral valve replacement
19610,fistulotomy
19611,erythema infectiosum
19612,catheter site related reaction
19613,cross infection
19614,phototherapy
19615,parathyroid tumour benign
19616,sperm concentration zero
19617,cervix adenomatous polyp
19618,lymphatic sinus catarrh
19619,spinal corpectomy
19620,synovial sarcoma
19621,auricular chondritis
19622,compulsive hoarding
19623,tooth loss
19624,burning mouth syndrome
19625,charge syndrome
19626,jugular vein thrombosis
19627,peritonitis lupus
19628,cd8 lymphocyte percentage increased
19629,mouth breathing
19630,metabolic cardiomyopathy
19631,ocular myasthenia
19632,rectal ultrasound normal
19633,omentectomy
19634,frenulum breve
19635,oesophageal adenocarcinoma stage i
19636,anti-erythropoietin antibody negative
19637,radiation overdose
19638,benign rolandic epilepsy
19639,pancreatitis chronic
19640,blood copper abnormal
19641,bursitis infective
19642,varicose vein ruptured
19643,pseudomonal bacteraemia
19644,post cholecystectomy syndrome
19645,triple negative breast cancer
19646,myometritis
19647,computed tomographic abscessogram
19648,gastrooesophageal reflux prophylaxis
19649,ligneous conjunctivitis
19650,preoperative care
19651,spinal cord herniation
19652,reading disorder
19653,cushing's syndrome
19654,percussion test abnormal
19655,antabuse implant
19656,embryonal rhabdomyosarcoma
19657,metastases to pleura
19658,cervix carcinoma
19659,hepatic infection helminthic
19660,hypergeusia
19661,oligomenorrhoea
19662,csf test
19663,ovarian germ cell teratoma
19664,medical device site discomfort
19665,arteritis coronary
19666,epidural lipomatosis
19667,tonsillar neoplasm
19668,macrostomia
19669,milk soy protein intolerance
19670,adjusted calcium
19671,symptom masked
19672,amniotic fluid volume increased
19673,fibrinolysis normal
19674,lymphatic mapping
19675,pulmonary valve repair
19676,chemocauterisation
19677,serum ferritin increased
19678,acne conglobata
19679,reocclusion
19680,nasal cavity packing
19681,injectable contraception
19682,instillation site ulcer
19683,myocarditis toxoplasmal
19684,ischaemic cholecystitis
19685,blood galactose normal
19686,onychalgia
19687,adenosquamous cell lung cancer stage 0
19688,accident at work
19689,parkinsonian rest tremor
19690,ultrasound kidney abnormal
19691,candida test positive
19692,prophylactic chemotherapy
19693,brain stem auditory evoked response
19694,radicular pain
19695,uterine malposition
19696,computerised tomogram head
19697,nail pigmentation
19698,supernumerary nipple
19699,chiropractic
19700,hypersensitivity pneumonitis
19701,broncholithiasis
19702,tracheal ulcer
19703,failure to anastomose
19704,csf hiv virus identified
19705,intestinal angioedema
19706,subacute inflammatory demyelinating polyneuropathy
19707,circadian rhythm sleep disorder
19708,blood calcium increased
19709,post procedural swelling
19710,thoracic haemorrhage
19711,neuropathy peripheral
19712,paroxysmal autonomic instability with dystonia
19713,pallister-killian syndrome
19714,cystitis helminthic
19715,prescribed underdose
19716,malaria antibody test positive
19717,anaemic hypoxia
19718,right ventricular dilatation
19719,blood arsenic normal
19720,ocular rosacea
19721,biopsy bone marrow
19722,thyroxine free normal
19723,hyperchylomicronaemia
19724,mental impairment
19725,air anion therapy
19726,juvenile idiopathic arthritis
19727,blood heavy metal abnormal
19728,meniscus operation
19729,hair texture abnormal
19730,donor leukocyte infusion
19731,splenic artery perforation
19732,documented hypersensitivity to administered product
19733,factor ix inhibition
19734,red blood cell microcytes present
19735,drug-disease interaction
19736,intervertebral disc injury
19737,extraskeletal chondrosarcoma metastatic
19738,vascular anastomosis aneurysm
19739,gastrolithiasis
19740,adamts13 inhibitor screen assay
19741,impulsive behaviour
19742,myocarditis meningococcal
19743,head and neck cancer stage i
19744,increased insulin requirement
19745,tongue pigmentation
19746,respiratory sinus arrhythmia magnitude decreased
19747,bone resorption test abnormal
19748,iris coloboma
19749,x-ray therapy to uterus
19750,ablepharon macrostomia syndrome
19751,stool chloride increased
19752,vitreous haemorrhage
19753,radiation alveolitis
19754,dexamethasone suppression test
19755,sugiura procedure
19756,arteriosclerotic gangrene
19757,gallbladder obstruction
19758,leptin level increased
19759,post procedural erythema
19760,urine iron increased
19761,eosinophil percentage decreased
19762,cerebellar ataxia
19763,wound secretion
19764,obturator hernia
19765,palatal oedema
19766,swelling of eyelid
19767,bloom syndrome
19768,pregnancy with contraceptive device
19769,economic problem
19770,cranial nerve disorder
19771,fowler's position
19772,anti-ia2 antibody
19773,diet failure
19774,vulva cyst
19775,karyotype analysis
19776,spinal anaesthesia
19777,urine sodium
19778,controlled ovarian stimulation
19779,pseudomonas bronchitis
19780,infusion site joint inflammation
19781,immunisation anxiety related reaction
19782,cytomegalovirus test negative
19783,cytarabine syndrome
19784,vasculitis gastrointestinal
19785,blood calcitonin increased
19786,fat embolism syndrome
19787,lymphogranuloma venereum
19788,nephropathy toxic
19789,testicular atrophy
19790,deferoxamine infusion test
19791,cranial nerve decompression
19792,h-ras status assay
19793,foreign body in gastrointestinal tract
19794,molar ratio of total branched-chain amino acid to tyrosine
19795,abdominal operation
19796,eosinophilic leukaemia
19797,head circumference
