text,ade,meddra,level
"trying to distract with masterchef, twitter, texting &amp; candy crush but i?m anxious &amp; have stomach &amp; head pain #venlafaxine #withdrawal",stomach,stomach pain,LLT
"trying to distract with masterchef, twitter, texting &amp; candy crush but i?m anxious &amp; have stomach &amp; head pain #venlafaxine #withdrawal",withdrawal,withdrawal symptom,LLT
@samambreen venlafaxine definitely does mine. also makes me need 15 hours sleep a day. hence now unmediated &amp; rollercoastery.,15 hours sleep,sleep excessive,LLT
"@twistedwillow @samambreen apologies if gatecrashing. i was like walking dead when first started venlafaxine, much better now dose stable",walking dead,felt like a zombie,LLT
@nicolapow i?d consider restarting the venlafaxine today but it was messing with my sleep big time :( i?ll go back to dr x,messing with my sleep,sleep disturbance,LLT
@jamesaengland i might go back on the venlafaxine &amp; give it another chance but it was wrecking my sleep :( x,wrecking my sleep,sleep disturbance,LLT
"um yay venlafaxine set off a mixed episode. calming down now after weeks, now back to the depression of before. yay indeed",mixed episode,mixed manic depressive episode,LLT
"@mondaysmomma it's ok, i guess it's just a case of trial and error with antidepressants. coming off venlafaxine has been so nasty :(",nasty,feeling unwell,LLT
@fergaroo thanks :) i so wanted venlafaxine to work cos at least it didn?t increase my appetite like citalopram did.,increase my appetite,increased appetite,PT
venlafaxine hangover finally starting to shift after 2 huge mugs of hot water with giant pieces of lemon...,hangover,hangover effect,LLT
#twothingsthatdontmixwell venlafaxine and alcohol- you'll cry and throw chairs at your mom's bbq.,throw chairs,aggressive behavior,LLT
#twothingsthatdontmixwell venlafaxine and alcohol- you'll cry and throw chairs at your mom's bbq.,cry,crying,PT
"@lynnbett off venlafaxine which was pure hell for me, i can't switch these meds anymore, tired of feeling like shit all day.",feeling like shit,feeling unwell,LLT
@asdfghjklucy_ venlafaxine was always awful for that. like someone sprayed hairspray all over my tongue... eww isn't a strong enough word!,sprayed hairspray all over my tongue,tongue coated,PT
coming off 150mg venlafaxine over 14 days was a better idea in discussion. my brain feels like its actually vibrating! #willpower,brain feels like its actually vibrating,paraesthesia,PT
anyone who will listen: never ever take effexor/venlafaxine. paraesthesia abound.,paraesthesia,paraesthesia,PT
day 3 without #venlafaxine. worst drug ever to withdraw from? any support much appreciated!,withdraw,withdrawal symptom,LLT
"so anyway last night.. my new medication (venlafaxine/effexor) made me feel the most depressed ever, and i overreacted about everything",depressed,depression,PT
"so anyway last night.. my new medication (venlafaxine/effexor) made me feel the most depressed ever, and i overreacted about everything",overreacted,emotional reaction,LLT
"@mycuriousmind not sure. i took it with venlafaxine mostly, and think it was that which made me very tired",tired,tiredness,LLT
"@bipolarblogger yeah,  generic venlafaxine has about four different slow release formulations,  i got withdrawals from some.",withdrawals,withdrawal symptom,LLT
packing whilst experiencing venlafaxine withdrawal is pretty hellish. got to keep track of my med times.,withdrawal,withdrawal symptom,LLT
"@mycuriousmind not that i ever noticed. i was taking it with venlafaxine, and it definitely made me drowsy",drowsy,drowsiness,LLT
@sarahcherry88 @mycuriousmind i didn't find it any more sedative than just venlafaxine alone. prob a little less so :),sedative,sedation,PT
@anwen @ellwynnnnn venlafaxine withdrawal is worse than most by miles x,withdrawal,withdrawal symptom,LLT
horrendous venlafaxine dream. indecently assaulted by rose west and myra hindley.,horrendous venlafaxine dream,bad dreams,LLT
"i just have to remember that what i'm feeling is the withdrawal from the venlafaxine. when my meds come, i will get better.",withdrawal,withdrawal symptom,LLT
but i'm happy to be clean. just really really really really really really really sucked going from 100mg desvenlafaxine / day to zero.,sucked going from 100mg desvenlafaxine / day to zero,withdrawal syndrome,PT
i need to start taking my viibryd again but it makes me feel so nauseous ughhh,nauseous,nauseous,LLT
@sam_dietrich just had the viibryd vision shake thing again very cool,vision shake,oscillopsia,PT
i?m sort of nauseous. don?t know if it?s a side effect of the viibryd or i need to eat more or what. unpleasant.,nauseous,nauseous,LLT
"dear seizure buddies, never ever take vimpat. side effects &amp; withdrawals are quite fucking hideous. love, meh xoxo",withdrawals,withdrawal symptom,LLT
"i can feel my heart starting to palpitate from vyvanse, red bull, and nicotine. that's probably par for the course for finals week, right?",palpitate,palpitation,LLT
my breath smells awful (thanks vyvanse) anyone have gum,breath smells,breath odor,LLT
if you're taking vyvanse can we please discuss side effects real quick wtf is happening to my digestive system,digestive system,gastrointestinal disturbance,LLT
my vyvanse is seriously about to drive me crazy,drive me crazy,psychosis,LLT
the only bad thing about vyvanse is the awful headache you get when it's starting to wear off ?,headache,headache,PT
took a vyvanse for the first time in a month feelin weird.,feelin weird,weird feeling,LLT
i wish i could be tired. shouldn't have taken the vyvanse. now i'm never sleeping.,could be tired,insomnia,PT
i wish i could be tired. shouldn't have taken the vyvanse. now i'm never sleeping.,never sleeping,sleep loss,LLT
didnt take my vyvanse and remembered what food is #firstworldproblems @_ericalynn_,remembered what food is,appetite lost,LLT
ready for bed but vyvanse is saying no #forciblynocturnal,forciblynocturnal,insomnia,PT
ready for bed but vyvanse is saying no #forciblynocturnal,ready for bed but vyvanse is saying no,insomnia,PT
i have a feeling i'm not going to go to bed at all tonight. damn you vyvanse!,not going to go to bed,insomnia,PT
"when cute boys send you home with free drugs you say thank you, then stay up all night feeling like you have to poop. #vyvanse #daytimesleep",feeling like you have to poop,rectal tenesmus,PT
"when cute boys send you home with free drugs you say thank you, then stay up all night feeling like you have to poop. #vyvanse #daytimesleep",stay up all night,sleep loss,LLT
vyvanse makes you mad *example a*,mad,anger,PT
"@back_datashup same lol didn't eat a thing, damn vyvanse",didn't eat a thing,appetite absent,LLT
@skernandez because i realized vyvanse after a certain time of taking it increased my anxiety and made me more irrational.,anxiety,anxiety,PT
@skernandez because i realized vyvanse after a certain time of taking it increased my anxiety and made me more irrational.,irrational,irrational,LLT
"?@kendallmarieem: i'm sleepless, you've got me wide awake? my song to vyvanse and mdma",awake,insomnia,PT
"?@kendallmarieem: i'm sleepless, you've got me wide awake? my song to vyvanse and mdma",sleepless,sleep loss,LLT
i'm feeling extra ocd right now. like chill out melissa. my vyvanse has me wired or something....,wired,agitated,LLT
i'm feeling extra ocd right now. like chill out melissa. my vyvanse has me wired or something....,ocd,obsessive-compulsive disorder,PT
@drdrewhln @drdrew #zimmerman was removed from vyvanse for mood swings before he was put on adderall see med report: http://t.co/g5dxrjkpr5,mood swings,mood swings,PT
no #vyvanse = eat everything in sight.,eat,appetite lost,LLT
i couldn't remember if i took a vyvanse or not early so i took another one &amp;now i'm spazzing out... bc obviously i took one already?? #adhd,spazzing out,emotional reaction,LLT
don't ever take a vyvanse and drink an energy drink. your heart will explode,heart will explode,heart pounding,LLT
seriously haven't ate one thing all damn day.. #vyvanse #add #damn,haven't ate,appetite lost,LLT
can't even enjoy this banana right now because of fuckin vyvanse what is life,can't even enjoy this banana,taste disturbance,LLT
this vyvanse is keeping me up tho but i want to sleep,keeping me up,sleep loss,LLT
?@r_kohler1: this 40 hours of no sleeping really sucks #vyvanse? was just going to tweet this,no sleeping,sleep loss,LLT
"fda needs a warning label on vyvanse: ""consumption of this drug may result in major ocd/many unneeded hrs at work"" http://t.co/ugxj62lpim",ocd,obsessive-compulsive disorder,PT
i guess that vyvanse want a good idea i just want to sleeeeep,want to sleeeeep,insomnia,PT
@nikkimarieeeee lucky bitch i took vyvanse today as it makes me not eat i just wanna be able to wanna eat ugh,not eat,appetite lost,LLT
@itwasntbay yeah when i take vyvanse any food just looks/sounds/tastes fucking disgusting,food just looks/sounds/tastes fucking disgusting,food aversion,PT
i guess this is what i get for doubling my vyvanse #nosleep,nosleep,sleep loss,LLT
@fleer09: playing league while on vyvanse is too damn stressful.  back to public i go!,stressful,stress,PT
i need to stop the vyvanse that shit can fuck with your head,fuck with your head,mental impairment,PT
vyvanse completely fucks up my sleep smh but i need it to study too,fucks up my sleep,sleep disturbed,LLT
?@brycesheppard21: popped a vyvanse im sweatin?#schoollife,sweatin,sweating,LLT
"fucking vyvanse, giving me cotton mouth. ugh.",cotton mouth,dry mouth,PT
"every day i take a vyvanse, i sleep less the next night.",sleep less,sleep loss,LLT
i think that vyvanse is making me grind my teeth...,grind my teeth,teeth grinding,LLT
shouldn't have taken 80mg of vyvanse today... #cantsleep,cantsleep,sleep loss,LLT
thank god for vyvanse #addicted,addicted,dependence addictive,LLT
"adderall puts me in a good mood, vyvanse makes me an asshole.",makes me an asshole,personality change,PT
results of accidentally taking 100 mg of vyvanse last night: i took it at 11:00am and was wide awake until 3:30 this morning..,wide awake,difficulty sleeping,LLT
"amateur porn tips: take vyvanse! after two hours of continuous shitting, you'll be ready for anal with no embarrassing poo accidents! ?",continuous shitting,frequent bowel movements,PT
i shouldn't tweet on vyvanse it's going to be extremely negative lol,negative,negative thoughts,PT
"wanna go back to sleep, but this vyvanse ain't letting me?",back to sleep,sleep disturbance,LLT
@boop_b_love vyvanse and adivan....its ws a crazy night my heart stopped for like 36 seconds. woke up in the mental hospital.,heart stopped,cardiac arrest transient,LLT
"@hwise29 yikes! i can usually fight adderall/vyvanse dehydration with water, but it's trickier when you're drinking your stimulants.",dehydration,dehydration,PT
lalalalala.. clearly i've underestimated my vyvanse by choosing to take it in the middle of the day. #wideawake #neveragain ?,wideawake,difficulty sleeping,LLT
vyvanse evidently doesn't care about my bed time,doesn't care about my bed time,sleep disturbed,LLT
i took 60 mg of vyvanse at 2 o clock today. i have not slept since five yesterday morning. never take vyvanse!! this is miserable,not slept,sleep loss,LLT
adderall makes me vomit and vyvanse gives me migraines.. the struggle,migraines,migraine,PT
